Article_ID,fixed,only_notes_mismatch,Covidence_ID,Name_data_entry,Parameter_type,Parameter_FromFigure,Method_from_supplement,Parameter value,Exponent,Parameter lower bound,Parameter upper bound,Inverse_param,Parameter unit,Parameter value type,Parameter statistical approach,Parameter uncertainty - single type,Parameter uncertainty - single value,Parameter uncertainty - type,Parameter uncertainty - lower value,Parameter uncertainty - upper value,Distribution_type,Distribution_par1_type,Distribution_par1_value,Distribution_par1_uncertainty,Distribution_par2_type,Distribution_par2_value,Distribution_par2_uncertainty,parameter_paired,Parameter 2 value type,Parameter 2 value,Parameter 2 lower bound,Parameter 2 upper bound,Exponent_2,Inverse_param_2,Parameter 2 unit,Method_2_from_supplement,Parameter 2 statistical approach,Parameter 2 uncertainty - single type,Parameter 2 uncertainty - single value,Parameter 2 uncertainty type,Parameter 2 uncertainty - lower value,Parameter 2 uncertainty - upper value,Distribution_2_type,Distribution_2_par1_type,Distribution_2_par1_value,Distribution_2_par1_uncertainty,Distribution_2_par2_type,Distribution_2_par2_value,Distribution_2_par2_uncertainty,Genome_site,Genomic_sequence_available,Method_R,R_pathway,parameter_hd_from,Other_delay_start,parameter_hd_to,Other_delay_end,CFR_IFR_numerator,CFR_IFR_denominator,CFR_IFR_Method,Case_definition,Riskfactor_outcome,Riskfactor_name,Riskfactor_occupation,Riskfactor_significant,Riskfactor_adjusted,Method_disaggregated,Method_disaggregated_only,Method_disaggregated_by,Population_sex,Population_sample_size,Population_sample_type,Population_group,Population_age_min,Population_age_max,Population_country,Population_location,parameter_context_location_type,Method_moment_value,Urban/Rural area,Data_available,parameter_notes,Population_study_start_day,Population_study_start_month,Population_study_start_year,Population_study_end_day,Population_study_end_month,Population_study_end_year,access_param_id,Pathogen,num_rows,matching
107,1,FALSE,1958,Amy Dighe,Reproduction number (Basic R0),No,No,0.385,NA,NA,NA,No,No units,Central - unspecified,Estimated parameter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Compartmental model,Human-human,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Method,Unspecified,NA,Hospital based,Persons under investigation,NA,NA,Republic of Korea,NA,NA,End outbreak,Unspecified,Not available,"Refered to as Rc, estimated using transmission coefficients from the start of the outbreak (model 1) and calibrating personal protection and isolation coefficients to fit the case data. Is stated to be a ""basic reproduction number"". Sensitivity analysis is the disaggregation.",9,6,2015,10,7,2015,107_002,MERS-CoV,1,0
138,1,FALSE,1959,Gemma Nedjati-Gilani,Human delay - incubation period,No,No,7,0,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,2,14,0,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Other,Both,17,Hospital based,Persons under investigation,35,79,Republic of Korea,Seoul,City,Unspecified,Unspecified,Yes - as an attachment,"individual-level data available in table 1. Cases are lab confirmed, and all lab confirmed were hospitalised irrespective of symptoms",NA,NA,2015,NA,NA,2015,138_001,MERS-CoV,1,0
69,1,FALSE,1959,Anne Cori,Human delay - other human delay (go to section),No,No,5,0,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,2,11,0,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom onset,Other,Isolation unit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,17,Hospital based,Persons under investigation,35,79,Republic of Korea,Seoul,City,Unspecified,Unspecified,Not available,"Cases are lab confirmed, and all lab confirmed were hospitalised irrespective of symptoms",NA,NA,2015,NA,NA,2015,069_002,MERS-CoV,1,0
138,1,FALSE,1959,Gemma Nedjati-Gilani,Human delay - symptom onset>discharge/recovery,No,No,21,0,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,12,142,0,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,17,Hospital based,Persons under investigation,35,79,Republic of Korea,Seoul,City,Unspecified,Unspecified,Yes - as an attachment,"Cases are lab confirmed, and all lab confirmed were hospitalised irrespective of symptoms. This is reported as delay to discharge; however based on values in the table, it also includes deaths",NA,NA,2015,NA,NA,2015,138_003,MERS-CoV,1,0
69,1,FALSE,1959,Anne Cori,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Severe disease (in general population),Other,NA,Significant,Not adjusted,No,NA,NA,Both,17,Hospital based,Persons under investigation,35,79,Republic of Korea,Seoul,City,Unspecified,Unspecified,Not available,higher neutrophil count in week 1 among severe cases,NA,NA,2015,NA,NA,2015,069_004,MERS-CoV,1,0
138,1,FALSE,1959,Gemma Nedjati-Gilani,Human delay - other human delay (go to section),No,No,8,0,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,6,12,0,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom onset,Other,Oxygen supplementation,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,9,Hospital based,Persons under investigation,35,79,Republic of Korea,Seoul,City,Unspecified,Unspecified,Not available,NA,NA,NA,2015,NA,NA,2015,138_005,MERS-CoV,1,0
138,1,FALSE,1959,Gemma Nedjati-Gilani,Human delay - other human delay (go to section),No,No,11,0,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom onset,Other,Ventilation support,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,5,Hospital based,Persons under investigation,35,79,Republic of Korea,Seoul,City,Unspecified,Unspecified,Not available,NA,NA,NA,2015,NA,NA,2015,138_006,MERS-CoV,1,0
101,1,FALSE,1963,Victoria Cox,Severity - case fatality rate (CFR),No,No,43,0,NA,NA,No,Percentage (%),Unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,Unspecified,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,143,Mixed settings,Persons under investigation,2,99,Saudi Arabia,NA,NA,Unspecified,Unspecified,Unspecified,NA,1,7,2015,31,8,2015,101_001,MERS-CoV,1,0
75,1,FALSE,1973,Anne Cori,Human delay - symptom onset>death,NA,NA,NA,NA,NA,NA,No,NA,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,2,23,NA,NA,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,6,Hospital based,Persons under investigation,NA,NA,Republic of Korea,Pyeongtaek,City,Mid outbreak,Unspecified,Not available,NA,11,5,2015,24,6,2015,075_001,MERS-CoV,1,0
115,1,FALSE,1973,Alba Halliday,Severity - case fatality rate (CFR),No,No,16.2,NA,NA,NA,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,37,Unspecified,Lab confirmed,NA,NA,NA,NA,NA,No,NA,NA,Both,37,Hospital based,Persons under investigation,24,79,Republic of Korea,Pyeongtaek,City,Mid outbreak,Unspecified,Not available,"Single hospital; 1 index case, 20 patients, 12 relatives of patients, 3 hospital staff, 1 unrelated visitor.",11,5,2015,24,6,2015,115_001,MERS-CoV,1,0
115,1,FALSE,1973,Alba Halliday,Human delay - incubation period,No,No,6,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,CI95%,4,7,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,2,15,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,36,Hospital based,Persons under investigation,24,79,Republic of Korea,Pyeongtaek,City,Mid outbreak,Unspecified,Not available,NA,11,5,2015,24,6,2015,115_002,MERS-CoV,1,0
115,1,FALSE,1973,Alba Halliday,Human delay - incubation period,No,No,4,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,CI95%,4,6,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,25,Hospital based,Persons under investigation,NA,NA,Republic of Korea,Pyeongtaek,City,Mid outbreak,Unspecified,Not available,Secondary infection incubation period.,11,5,2015,24,6,2015,115_004,MERS-CoV,1,0
115,1,FALSE,1973,Alba Halliday,Human delay - incubation period,No,No,6,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,CI95%,6,8,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Both,11,Hospital based,Persons under investigation,NA,NA,Republic of Korea,Pyeongtaek,City,Mid outbreak,Unspecified,Not available,Tertiary infection incubation period,11,5,2015,24,6,2015,115_006,MERS-CoV,1,0
115,1,FALSE,1973,Alba Halliday,Human delay - other human delay (go to section),No,No,6.5,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,CI95%,4,9,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,0,15,NA,No,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom onset,Diagnosis/test result,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,37,Hospital based,Persons under investigation,24,79,Republic of Korea,Pyeongtaek,City,Mid outbreak,Unspecified,Yes - as an attachment,individual level data in table,11,5,2015,24,6,2015,115_003,MERS-CoV,1,0
115,1,FALSE,1973,Alba Halliday,Human delay - other human delay (go to section),No,No,9,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,CI95%,8,11,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom onset,Diagnosis/test result,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,25,Hospital based,Persons under investigation,NA,NA,Republic of Korea,Pyeongtaek,City,Mid outbreak,Unspecified,Yes - as an attachment,Secondary infection delay from symptom onset to lab confirmation.,11,5,2015,24,6,2015,115_005,MERS-CoV,1,0
115,1,FALSE,1973,Alba Halliday,Human delay - other human delay (go to section),No,No,4,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,CI95%,3,6,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom onset,Diagnosis/test result,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,11,Hospital based,Persons under investigation,NA,NA,Republic of Korea,Pyeongtaek,City,Mid outbreak,Unspecified,Yes - as an attachment,Tertiary infection delay from symptom onset to lab confirmation.,11,5,2015,24,6,2015,115_007,MERS-CoV,1,0
76,1,FALSE,1981,Anne Cori,Human delay - time in care (length of stay),No,No,47,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,5,76.5,NA,NA,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,18,Hospital based,Persons with symptoms,NA,NA,Saudi Arabia,NA,NA,Unspecified,Urban area,NA,Hospital length of stay for severe cases NOT treated with ECMO (non-ECMO control group),NA,4,2014,NA,12,2015,076_007,MERS-CoV,1,0
73,1,FALSE,1981,David Jorgensen,Human delay - other human delay (go to section),No,No,7,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,4.3,11.5,NA,NA,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ICU admission,Discharge from Critical Care/ICU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,18,Hospital based,Persons with symptoms,NA,NA,Saudi Arabia,NA,NA,Unspecified,Urban area,NA,ICU length of stay for severe cases NOT treated with ECMO (non-ECMO control group),NA,4,2014,NA,12,2015,073_003,MERS-CoV,1,0
73,1,FALSE,1981,David Jorgensen,Human delay - time in care (length of stay),No,No,25,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,6.3,56.5,NA,NA,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,17,Hospital based,Persons with symptoms,NA,NA,Saudi Arabia,NA,NA,Unspecified,Urban area,NA,Hospital length of stay for severe cases treated with ECMO (ECMO group),NA,4,2014,NA,12,2015,073_004,MERS-CoV,1,0
73,1,FALSE,1981,David Jorgensen,Human delay - other human delay (go to section),No,No,22.5,NA,NA,NA,No,Days,Median,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Range,NA,12.5,28.3,NA,NA,Days,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ICU admission,Discharge from Critical Care/ICU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,17,Hospital based,Persons with symptoms,NA,NA,Saudi Arabia,NA,NA,Unspecified,Urban area,NA,ICU length of stay for severe cases treated with ECMO (ECMO group),NA,4,2014,NA,12,2015,073_006,MERS-CoV,1,0
76,1,FALSE,1981,Anne Cori,Severity - case fatality rate (CFR),No,No,64.7,NA,NA,NA,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,17,Unspecified,Other,NA,NA,NA,NA,NA,NA,NA,NA,Both,17,Hospital based,Persons with symptoms,NA,NA,Saudi Arabia,NA,NA,Unspecified,Urban area,NA,"Cases were severe cases in ICU, treated with ECMO (see article for eligibility criteria)",NA,4,2014,NA,12,2015,076_001,MERS-CoV,1,0
76,1,FALSE,1981,Anne Cori,Severity - case fatality rate (CFR),No,No,100,NA,NA,NA,No,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,Unspecified,Clinically diagnosed/symptomatic,NA,NA,NA,NA,NA,NA,NA,NA,Both,18,Hospital based,Persons with symptoms,NA,NA,Saudi Arabia,NA,NA,Unspecified,Urban area,NA,"Cases were severe cases in ICU, NOT treated with ECMO (see article for eligibility criteria)",NA,4,2014,NA,12,2015,076_002,MERS-CoV,1,0
76,1,FALSE,1981,Anne Cori,Risk factors,No,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Death (in general population),Other,NA,Significant,Not adjusted,NA,NA,NA,Both,35,Hospital based,Persons with symptoms,NA,NA,Saudi Arabia,NA,NA,Unspecified,Urban area,NA,other = treatment with ECMO for severe cases in ICU,NA,4,2014,NA,12,2015,076_003,MERS-CoV,1,0
77,1,FALSE,1985,Anne Cori,Severity - proportion of symptomatic cases,NA,NA,80,NA,NA,NA,NA,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,Hospital based,Persons under investigation,NA,NA,Saudi Arabia,Riyadh,NA,Unspecified,NA,Not available,NA,1,4,2014,30,9,2015,077_001,MERS-CoV,1,0
77,1,FALSE,1985,Anne Cori,Severity - case fatality rate (CFR),NA,NA,10,NA,NA,NA,NA,Percentage (%),Central - unspecified,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,Hospital based,Persons under investigation,NA,NA,Saudi Arabia,Riyadh,NA,Unspecified,NA,Not available,'Around 10%',1,4,2014,30,9,2015,077_002,MERS-CoV,1,0
77,1,FALSE,1985,Anne Cori,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infection,Other,NA,Significant,Unspecified,No,NA,NA,Both,81,Hospital based,Persons under investigation,NA,NA,Saudi Arabia,"Prince Mohammed bin Abdulaziz Hospital Emergency Department, Riyadh",hospital,Unspecified,Unspecified,Not available,"Matched case-control study, matching by age, sex, and presence of comorbidities. Outcome was positive test for mers-cov (among patients symptomatic with ILI). The significant risk factors identified were: any symptoms, white blood cell count, neutrophils, aspartame aminotransferase concentration, alanine aminotransferase concentration",1,4,2014,30,9,2015,077_003,MERS-CoV,1,0
77,1,FALSE,1985,Anne Cori,Risk factors,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infection,"Occupation,Other",NA,Not significant,Unspecified,No,NA,NA,Both,81,Hospital based,Persons under investigation,NA,NA,Saudi Arabia,"Prince Mohammed bin Abdulaziz Hospital Emergency Department, Riyadh",hospital,Unspecified,Unspecified,Not available,"Matched case-control study, matching by age, sex, and presence of comorbidities. Outcome was positive test for mers-cov (among patients symptomatic with ILI). The non-significant risk factors identified were: Saudi nationality, Health care worker, any specific symptoms (GI, sore throat, fever, cough, shortness of breath), abnormal chest x-ray, lab results including hemoglobin, platelets, albumin, creatinine, admission to ICU, and mortality",1,4,2014,30,9,2015,077_004,MERS-CoV,1,0
23,1,FALSE,2007,Thomas Rawson,"Reproduction number (Effective, Re)",No,No,NA,NA,0,1.9,No,NA,NA,Estimated parameter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Renewal equations / Branching process,Human-human,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Disease generation,Unspecified,681,Population based,General population,NA,NA,Saudi Arabia,NA,NA,Unspecified,Unspecified,Yes - as an attachment,"R estimates provided broken down by 'within-cluster', 'within-region', and 'between region'. These can be combined to form effective R, but we only have the min/max of this range",1,1,2013,31,7,2014,023_001,MERS-CoV,1,0
23,1,FALSE,2007,Thomas Rawson,Human delay - serial interval,No,No,6.8,0,NA,NA,No,Days,Mean,Estimated parameter,NA,NA,CI95%,6,7.8,NA,NA,NA,NA,NA,NA,NA,Yes,Standard Deviation,4.1,NA,NA,NA,No,Days,No,Estimated parameter,NA,NA,CI95%,3.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,681,Unspecified,General population,NA,NA,Saudi Arabia,NA,NA,Unspecified,Unspecified,Yes - as an attachment,NA,1,1,2013,31,7,2014,023_002,MERS-CoV,1,0
23,1,FALSE,2007,Thomas Rawson,Relative contribution - zoonotic to human,No,No,12,NA,NA,NA,No,Percentage (%),Unspecified,Estimated parameter,NA,NA,CI95%,9,15,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,681,Unspecified,General population,NA,NA,Saudi Arabia,NA,NA,Unspecified,Unspecified,Yes - as an attachment,NA,1,1,2013,31,7,2014,023_003,MERS-CoV,1,0
23,1,FALSE,2007,Thomas Rawson,Relative contribution - human to human,No,No,88,NA,NA,NA,No,Percentage (%),Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,681,Unspecified,General population,NA,NA,Saudi Arabia,NA,NA,Unspecified,Unspecified,Yes - as an attachment,NA,1,1,2013,31,7,2014,023_004,MERS-CoV,1,0
28,1,FALSE,2011,Thomas Rawson,Severity - case fatality rate (CFR),No,No,20,0,NA,NA,No,Percentage (%),Maximum likelihood,Estimated parameter,NA,NA,CI95%,14.6,26.2,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adjusted,Lab confirmed,NA,NA,NA,NA,NA,Yes,No,"Age,Time",Unspecified,185,Unspecified,Unspecified,NA,NA,Republic of Korea,NA,NA,Unspecified,Unspecified,Not available,The CFR estimate was adjusted for the time delay from illness onset to death using an integral equation model cited from previous studies.,NA,5,2015,31,7,2015,028_001,MERS-CoV,1,0
28,1,FALSE,2011,Thomas Rawson,Severity - case fatality rate (CFR),No,No,39.5,NA,NA,NA,No,Percentage (%),Maximum likelihood,Estimated parameter,NA,NA,CI95%,28.9,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adjusted,Lab confirmed,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,Population based,General population,60,NA,Republic of Korea,NA,NA,Unspecified,Unspecified,Not available,NA,NA,5,2015,31,7,2015,028_002,MERS-CoV,1,0
28,1,FALSE,2011,Thomas Rawson,Severity - case fatality rate (CFR),No,No,6.6,NA,NA,NA,No,Percentage (%),Maximum likelihood,Estimated parameter,NA,NA,CI95%,2.9,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adjusted,Lab confirmed,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,Population based,General population,0,59,Republic of Korea,NA,NA,Unspecified,Unspecified,Not available,NA,NA,5,2015,31,7,2015,028_003,MERS-CoV,1,0
32,1,FALSE,2020,Thomas Rawson,Human delay - incubation period,No,No,8.19,NA,NA,NA,No,Unspecified,Mean,Estimated parameter,NA,NA,CI95%,5.49,11.66,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,186,Hospital based,General population,NA,NA,Republic of Korea,NA,Country,Unspecified,Unspecified,Not available,"Gamma distribution (Shape = 4.44, rate =0.55) is the best fitted gamma distribution as seen in Figure A1 in Appendix S1, but it is the same as prior and not shown in Table 1 so I did not extract them above.",11,5,2015,NA,NA,2015,032_001,MERS-CoV,1,0
32,1,FALSE,2020,Thomas Rawson,Human delay - other human delay (go to section),No,No,9.26,NA,NA,NA,No,Days,Unspecified,Estimated parameter,NA,NA,CI95%,4.25,18.03,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Onset,Diagnosis/test result,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Unspecified,186,Hospital based,General population,NA,NA,Republic of Korea,NA,Country,Unspecified,Unspecified,Not available,NA,11,5,2015,28,5,2015,032_002,MERS-CoV,1,0
